latitude,longitude,weights
-34.6776509,138.7453293,0
-34.591,138.744,79942.66239
-35.019,138.52,30059.375
-34.982,138.516,759722.2222
-34.986,138.523,86993.64791
-34.971,138.517,181832.3202
-34.9886456,138.514972,0
-35.009,138.522,0
-35.0376785,138.5174726,96841.15152
-35.004515,138.522148,192611.3445
-35.033333,138.516667,330500.3788
-35.031,138.532,149006.0606
-34.99541,138.521461,375876.7123
-35.024514,138.523564,0
-34.988318,138.559096,75657.14286
-35.021,138.568,142715.9091
-34.9999023,138.5717982,124312.5
-35.03,138.557,94742.69006
-35.025,138.538,124181.4882
-34.98,138.571,206843.2692
-34.96,138.566,162783.0941
-34.983333,138.533333,170053.5714
-35.077,138.502,109911.7915
-35.106587,138.4937213,0
-35.0497245,138.5162223,252885.5288
-35,138.552,158922.2222
-35.011,138.562,62847.63027
-34.989,138.539,81606.45212
-35.014,138.545,133816.5861
-35.064,138.553,112131.8681
-34.994,138.557,141130.614
-34.976944,138.551389,193746.6981
-35.031,138.532,149006.0606
-35.026,138.545,89940.47619
-35.034,138.549,152371.4286
-35.034,138.536,195126.4706
-35.081294,138.5262256,133959.0909
-34.977,138.556,170400
-35.0235516,138.5549953,73385.4251
-35.0146,138.571,23043.47826
-35.065,138.541,95975.54698
-35.007,138.538,171300.3504
-35.021,138.568,142715.9091
-34.998118,138.62254,142368.8394
-35.033,138.587,96029.7619
-35.022684,138.6163371,97937.05792
-34.987,138.653,0
-34.99,138.603,82666.66667
-34.972,138.578,460166.6667
-34.9823579,138.5962997,294508.4459
-35.0476306,138.6213476,70712.81855
-34.9934589,138.6840168,0
-35.04119,138.60515,153235.2823
-34.973633,138.5862837,431312.5
-34.981,138.588,32733.33333
-35.027,138.601,54757.32449
-35.0131071,138.6263585,170834.1782
-34.968,138.6,392254.902
-35.02,138.631,61363.97059
-34.971,138.616,189409.596
-34.9677,138.671,0
-34.981111,138.605833,178593.8914
-34.998,138.609,354000
-34.99,138.576,126579.2177
-34.987,138.625,827348.4848
-34.972,138.627,45263.15789
-34.995,138.597,174833.8415
-35.002,138.59,101423.8782
-34.978,138.631,0
-35.006,138.577,134564.1026
-34.986,138.616,486907.8631
-35.015,138.686,189192.3077
-34.967,138.636,474704.5455
-34.969722,138.595833,279011.4286
-34.913,138.622,0
-34.905,138.635,157162.619
-34.891,138.644,127123.8131
-34.9037874,138.6526734,155333.3333
-34.8969137,138.6526734,84880.43478
-34.917,138.616,455000
-34.931,138.648,23083.28571
-34.899,138.625,201047.619
-34.924,138.645,38720
-34.920278,138.619167,0
-34.896389,138.639167,57266.36508
-34.927778,138.646944,15250
-34.911,138.637,340434.7826
-34.923,138.633,317815.7109
-34.899,138.642,272402.5974
-34.905,138.646,438500
-34.899,138.634,89551.28205
-34.91088,138.65398,294922.381
-34.903,138.622,21669.54474
