latitude,longitude,weights
-34.841,138.527,0
-34.845,138.492,280000
-34.871,138.637,389000
-34.873,138.631,470000
-34.861944,138.643056,390000
-34.8531022,138.6714773,299000
-34.8591655,138.5862837,350000
-34.882,138.636,484000
-34.821,138.494,560000
-34.818333,138.493611,375000
-34.8604,138.633,0
-34.877,138.622,530000
-34.852,138.547,390500
-34.8452,138.494,0
-34.7864711,138.4937213,457500
-34.8507485,138.6213476,395000
-34.8523266,138.6291326,492500
-34.853056,138.643611,430000
-34.798889,138.491111,330000
-34.846667,138.535556,283000
-34.781,138.501,0
-34.898,138.586,470000
-34.832,138.497,355000
-34.846,138.503,315000
-34.8838117,138.5938053,555000
-34.8607571,138.5099711,402500
-34.86,138.57,0
-34.8551221,138.5212237,320000
-34.8759865,138.6075698,672500
-34.838889,138.483889,475000
-34.848,138.481,482500
-34.806,138.495,375000
-34.841,138.663,353000
-34.839,138.638,507000
-34.867,138.651,414000
-34.842,138.564,295000
-34.864,138.552,370000
-34.873,138.614,505000
-34.8872207,138.6125795,750000
-34.897,138.59,1320000
-34.892,138.606,1060000
-34.886,138.603,565000
-34.898,138.586,470000
-34.8838117,138.5938053,555000
-34.8759865,138.6075698,672500
-34.897,138.597,1725000
-34.775,138.589,0
-34.775,138.655,235000
-34.74,138.605,288000
-34.828,138.598,0
-34.72351,138.60944,316000
-34.8333559,138.5897985,0
-34.7185389,138.6288642,0
-34.7475748,138.6714773,225000
-34.788,138.59,0
-34.79575,138.60437,320000
-34.796,138.667,580000
-34.823,138.646,307000
-34.8111486,138.6149026,450000
-34.811,138.686,359000
-34.8095995,138.6537879,305000
-34.8025,138.6448,319100
-34.826667,138.665,349000
-34.79,138.616,300000
-34.756944,138.611389,288750
-34.824444,138.626944,327000
-34.76391,138.64228,267000
-34.77263,138.62514,270500
-34.78,138.67,269500
-34.7631,138.68858,449000
-34.75,138.62243,253500
-34.7587,138.6677,266000
-34.76706,138.66033,285000
-34.78266,138.64321,0
-34.7382025,138.534511,0
-34.841,138.663,353000
-34.839,138.638,507000
-34.7296627,138.5759347,0
-34.8090822,138.7316925,380000
-34.861,138.683,427500
-34.7999009,138.7316925,387000
-34.85025,138.659,355000
-34.7838889,138.7061111,464000
-34.7629557,138.7640222,0
-34.766,138.715,407000
-34.796,138.667,580000
-34.8491256,138.7342029,514000
-34.8531022,138.6714773,299000
-34.8451,138.697,366500
-34.833333,138.683333,320000
-34.811,138.686,359000
-34.829,138.672,375000
-34.812524,138.706595,372500
-34.822,138.704,354000
-34.78,138.67,269500
-34.7631,138.68858,449000
-34.830278,138.711111,0
-34.801,138.712,343000
-34.826,138.726,375000
-34.841,138.663,353000
-34.8349569,138.7304374,329000
-34.7996704,138.686525,427750
-34.7948475,138.7417347,400000
-34.964,138.576,685250
-34.963,138.586,561000
-34.954,138.575,570000
-34.951,138.581,695000
-34.951,138.629,771500
-34.952,138.595,686500
-34.9623501,138.6226003,935000
-34.955,138.6,1100000
-34.9436884,138.5775211,580250
-34.964,138.593,842500
-34.957222,138.614722,1385000
-34.956,138.59,890000
-34.959,138.636,680000
-34.944,138.613,876000
-34.95,138.6,950000
-34.961,138.6,2170000
-34.9453327,138.5925435,946000
-34.9,138.612,985000
-34.896,138.605,1627500
-34.887525,138.624461,755000
-34.8915826,138.6175897,970000
-34.9454042,138.5237246,0
-34.949,138.574,0
-34.9286646,138.5464066,512500
-34.9686804,138.541234,422500
-34.931,138.557,418500
-34.927,138.512,715000
-34.96,138.566,585000
-34.971,138.517,552000
-34.931,138.57,450500
-34.9436884,138.5775211,580250
-34.9355709,138.5800246,0
-34.95,138.566,465000
-34.923354,138.5312279,583000
-34.9443303,138.5625029,480000
-34.925278,138.560833,806250
-34.938,138.571,0
-34.945278,138.550556,450000
-34.9575,138.550278,475250
-34.9645281,138.5312279,568000
-34.963683,138.5512419,495000
-34.94,138.56,492500
-34.9141491,138.5725146,452500
-34.9174945,138.5612516,616000
-34.916667,138.55,560000
-34.945278,138.50375,770000
-34.9391434,138.5499908,363000
